,comment,sentiment,
2269,would you have a method similar to this for scraping facebook data,question,
2270,mam bina degree job lag jayegi kya,question,
2271,nabar please send me,question,
2272,can you tell me what exactly you did in data science projects and which tyoes of project you pickup and any company required datascientist then please tell me i am also data scientist my github,question,
2273,curd chalega bhindi k sath my daughter has vitiligo,question,
2274,bro please review best tws,suggestion,
2275,me inscrevendo hoje em ser que tem algum premio pra mim sou do brasil,,
2276,hey ken love your videos i am on the path to ds now i was wondering do you know any good practice problems data sets using sports baseball or basketball preferred to practice on always helps to have something you are interested in,question,
2277,i bet that will make more sense after i get some work experience on that point how to prepare for a data science intervju,question,
2278,is it me only or someone who finds that this guy more look like elon musk,question,
2279,which keyboard and mouse are you using,question,
2280,sir sab bolte hai ki curve glass per screen guard nhi lagana chahiye phone ko damage karta hai pls ek video bna do please reply sir,suggestion,
